DSID,DSName,VelID,VelName,Vs30,Z_max,Lat,Lon,X,Y,param_vs0_mean,param_k_mean,param_n_mean,param_vs0_med,param_k_med,param_n_med,param_vs0_std,param_k_std,param_n_std,param_vs0_prc0.16,param_k_prc0.16,param_n_prc0.16,param_vs0_prc0.84,param_k_prc0.84,param_n_prc0.84,sigma_vel_mean,sigma_vel_med,sigma_vel_std,sigma_vel_prc0.16,sigma_vel_prc0.84
1,Shi_Asimaki_2018,35,ALV,234.0679245853525,29.7,37.432,-121.9683,591.2759719817464,4143.296812231201,133.75768560679117,0.1602396566625443,1.5908277971666664,133.791,0.160012,1.59012,0.014921516495979907,0.08989930896172624,0.0450997242196475,131.792,0.14651484,1.54594,135.76,0.175192,1.63572,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,36,AND,488.3380572875549,36.2,37.1641,-121.6315,621.5047276160309,4113.953449945215,285.3215860648634,0.6433246723440254,3.3348326022999997,285.37,0.64239,3.33391,0.029168048653707618,0.20361640929557281,0.10552970514719859,277.147,0.525379,3.22995,293.719,0.7877398,3.4394816,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,37,ANS,189.99233951372915,140.0,37.7865,-122.307,561.0198934952062,4182.3532957364805,106.34302690646452,0.13552200743653015,1.3786065433000005,106.37,0.135295,1.37757,0.01608449582929351,0.08843026437393268,0.04019706754361834,104.654,0.124101,1.33854,108.058,0.147976,1.4186,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,38,AP1,112.84170679372389,185.0,37.5462,-122.231,567.9305962671017,4155.744727837436,60.63413832763198,0.11057402597782214,1.1200116188333336,60.6615,0.110295,1.1186,0.02123125196503367,0.08320078656992386,0.02265627910741234,59.3677,0.101814,1.09756,61.926216000000004,0.120107,1.1424,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,39,AP2,133.06631269301496,70.0,37.5288,-122.2554,565.7904453817607,4153.796920248385,72.2392280562705,0.11529282629559602,1.1732358005000003,72.2656,0.115023,1.17183,0.019624277577759197,0.08504009792239632,0.02806374747961554,70.8426,0.105948,1.14536,73.663,0.125466,1.20108,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,40,AUS,130.465811070922,27.5,37.5678,-122.2575,565.5707192752723,4158.122346227623,70.73089681728618,0.11462196019223321,1.165807484933333,70.7573,0.114347,1.16439,0.01982435232890303,0.0848197529082907,0.02738862084021333,69.349684,0.10535984,1.13861,72.1394,0.124714,1.19297,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,41,AVA,290.7833754836816,29.3,37.6806,-122.4908,544.8997524967475,4170.499848491396,169.28983356569697,0.2082619028570547,1.9218994058999996,169.331,0.208024,1.92143,0.01581119929481681,0.09497545695937752,0.04690521337202203,166.652,0.189485,1.8752,171.975,0.22886016,1.96875,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,42,BCS,172.37633316079726,87.5,37.7772,-122.4055,552.3532663955974,4181.261754732381,95.58794665482574,0.12802990729819405,1.3064367708,95.6137,0.127785,1.30524,0.01697369428660499,0.08766842965091255,0.0370818298007153,93.9887,0.117338,1.26946,97.215016,0.139702,1.34332,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,43,BLF,450.4596121775696,25.0,37.3183,-122.0606,583.2354144678197,4130.597063985088,264.21591228439496,0.5137403469634448,3.0545639448333337,264.264,0.513153,3.05409,0.026361301517649673,0.1736755077815529,0.08519823623072018,257.378,0.432349,2.96983,271.242,0.610536,3.13908,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,44,BMT,529.3304779971108,29.3,37.3186,-122.1556,574.8174822298621,4130.550901926436,307.6887083903035,0.8176342947054421,3.632658515433333,307.7375,0.81585,3.63112,0.03199660655939686,0.2376990771506514,0.12982097961851935,298.033,0.64537384,3.50403,317.64116,1.03539,3.76137,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,45,BPB,126.330632915609,90.0,37.5558,-122.2467,566.535160734818,4156.79858182745,68.34221017039422,0.11359517665767181,1.1543510495333336,68.3682,0.113318,1.15294,0.020147078932605204,0.08445880875069992,0.02630078733774328,66.9861,0.104459,1.12825,69.7248,0.123549,1.18041,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,46,BWP,130.6536782794667,29.6,37.5286,-122.2525,566.0468601259826,4153.776763690988,70.83970387494877,0.11466976991762957,1.1663383501666666,70.866,0.114393,1.16492,0.019809822815367473,0.0848358423947241,0.02743764684942787,69.4573,0.1054,1.1391,72.2493,0.124766,1.19355,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,47,CLD,294.6136337490795,29.5,37.1176,-121.5506,628.766798506198,4108.901210755589,171.67382828741262,0.21232121188701114,1.9462385384999998,171.716,0.212082,1.9458,0.01595780230226753,0.09563599460971864,0.046982073106896734,168.973,0.193051,1.8995,174.422,0.23348916,1.99311,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,48,CMS,288.4495672860414,27.0,37.7764,-122.4042,552.4683143521244,4181.17372373597,167.83558282736522,0.20584500785764243,1.9071789495999998,167.875,0.205602,1.90669,0.015726580604232702,0.09459878425923035,0.04686216851224606,165.234,0.187354,1.86051,170.482,0.226121,1.9540316,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,49,COL,275.41256646398085,21.5,37.7722,-122.5033,543.7436219689384,4180.656767945217,159.6917708054993,0.19310022653447415,1.8265419200666664,159.732,0.192874,1.82603,0.01532309708239154,0.09282616172419929,0.04663811201404364,157.278,0.176067,1.78014,162.143,0.211716,1.87312,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,50,COY,232.8859327704317,184.5,37.3367,-121.8688,600.2059271175032,4132.8246459617785,133.01679882947593,0.15945040770548788,1.5845806859333336,133.051,0.159222,1.58387,0.01493123156469158,0.0898529740544135,0.04501967465177704,131.062,0.145802,1.5397783999999999,135.009,0.174328,1.62941,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,51,COZ,267.66548317738096,30.5,37.4842,-122.3886,554.0533448409777,4148.763957927769,154.83940289416182,0.1861061738644519,1.7799687007333331,154.878,0.185876,1.77941,0.015142329209603055,0.09201036925754605,0.04648516953528137,152.529,0.169837,1.73375,157.188,0.203871,1.82639,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,52,CRD,513.7056849912433,30.0,37.4486,-122.2522,566.1438725483066,4144.901382281867,299.2146791492264,0.7467100641175202,3.5200649935999992,299.264,0.7453985000000001,3.51884,0.0309493046903847,0.224585370635044,0.1203563489170013,290.125,0.59701768,3.4007584,308.572,0.9333819600000001,3.63945,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,53,CSH,520.794446901956,25.6,37.6569,-122.0603,582.8869979326869,4168.163751066375,303.066586239814,0.778179579310262,3.5713063191333334,303.118,0.7766554999999999,3.569885,0.0314294546247379,0.23052181687794807,0.12462374229339392,293.721,0.618485,3.44779,312.696,0.9784268,3.69494,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,54,CSM,634.5326674346101,29.5,37.5383,-122.3333,558.8998959127551,4154.799257922541,363.5323990558827,1.459119001476039,4.3475539771000005,363.551,1.45213,4.34338,0.0379149094387196,0.3257062811158177,0.19673276465127096,350.06,1.0565883999999999,4.1529784,377.502,2.01605,4.5427,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,55,CTM,379.7350395940856,30.3,37.3592,-122.2169,569.3486018764003,4135.008392139631,223.40728204439316,0.3384274422538632,2.5324150462,223.458,0.3380875,2.53222,0.021015418069205045,0.1265257608850524,0.0572297346936332,218.785,0.298435,2.47528,228.123,0.383767,2.5894,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,56,CVR,476.9511902905178,57.1,37.4529,-121.8067,605.544097668845,4145.784382340977,279.02522155643476,0.6013861343360787,3.25092098,279.071,0.6005385000000001,3.25027,0.02833997961855968,0.1944026176193675,0.09915242633850642,271.259,0.49573584,3.15237,287.001,0.72961716,3.34932,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,57,DIG,387.2084646593814,30.0,37.4981,-122.4244,550.8788395111405,4150.286126592528,227.81430545285818,0.3534381588286772,2.586822989666667,227.868,0.353123,2.58666,0.02156312936686083,0.1307400475068915,0.0593565983700239,222.978,0.310394,2.5275184,232.75,0.402456,2.6458616,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,58,ELG,858.57412139013,30.0,37.5231,-122.4547,548.1844449519995,4153.043781955762,479.2427399477919,3.9167938828541162,5.545916727566667,479.085,3.86641,5.532735000000001,0.044955122543687116,0.4868026451161475,0.3383305133087616,458.25,2.4181668,5.21261,501.167,6.3393132,5.88068,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,59,EMB,168.6491788788341,80.0,37.7957,-122.3941,553.3438902704963,4183.32076502356,93.33311361139651,0.12659664204214868,1.2921410644333333,93.3586,0.1263535,1.29091,0.017188637437192174,0.0874770215102548,0.0363415509136543,91.7522,0.116053,1.25592,94.9422,0.13811,1.32828,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,60,FHP,560.1449727208574,29.0,37.3506,-122.1744,573.1206633473847,4134.0863467689815,324.24082061379977,0.9748872732647028,3.850504783733333,324.287,0.972291,3.84826,0.033938299146851945,0.2637317522436933,0.14900222095903404,313.45784000000003,0.75003768,3.70275,335.37,1.2669316,3.99832,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,61,FMT,284.40988383191024,45.0,37.5353,-121.93,594.5342685037002,4154.795458447047,165.31558265779572,0.20176049159976772,1.8818994592666665,165.356,0.201526,1.88145,0.015588767939190992,0.09399110160638877,0.04679191550594428,162.775,0.18375884,1.83532,167.899,0.221492,1.9287,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,62,FRC,471.5298752639357,29.2,37.4939,-122.4339,550.04190413062,4149.815068718741,276.01340427562036,0.5823443895833367,3.2108447701666667,276.062,0.5816015,3.2102,0.0279404292312868,0.19007270388542594,0.09618914147500354,268.44,0.482094,3.11524,283.791,0.7035751200000001,3.3063,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,63,HAM,105.8629425567646,25.4,38.0602,-122.4934,544.4418827837833,4212.615495163711,56.696244368419016,0.10919902582286624,1.1040594720999994,56.7239,0.1089225,1.10266,0.02180499851916672,0.08250975944998862,0.02073354546797626,55.4807,0.10061784,1.08353,57.9373,0.118522,1.12452,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,64,HBT,346.43005076088656,29.6,37.5156,-122.4972,544.4334305932607,4152.190779164438,203.48856331251807,0.27999399335507646,2.2944757168333334,203.535,0.2796955,2.29413,0.018717858687098705,0.11058352124603661,0.05046869357964555,199.737,0.25078468,2.24419,207.31,0.31250716,2.34473,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,65,HCH,734.1326909682533,29.6,37.681,-122.0812,581.0172503095288,4170.819365244041,415.25320407990733,2.3637649534851617,4.936968518266667,415.2,2.34454,4.9296050000000005,0.041799278947785026,0.4028783867334058,0.2608998464784147,398.308,1.5854683999999999,4.67982,432.906,3.52522,5.19553,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,66,HLR3,234.0978605810626,120.0,37.4782,-122.1478,575.3486428437961,4148.263765173575,133.77645152181736,0.16025974520425382,1.5909863958999997,133.81,0.160033,1.59028,0.014921286306931273,0.08990049712431847,0.045101705351241805,131.811,0.146532,1.5461,135.779,0.175213,1.63588,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,67,HVW,369.30061337473626,26.6,37.6917,-122.495,544.5227705455741,4171.729359340029,217.2155340677309,0.3186806769051322,2.456999344866667,217.266,0.318312,2.4568,0.020267148308714556,0.1210169276004939,0.05463622931001636,212.884,0.282524,2.40239,221.638,0.35943716000000003,2.51146,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,68,HWS,193.4504376997153,27.5,37.61,-122.09,580.3176957376218,4162.934417607102,108.47133377030563,0.1371392578755588,1.3936516892666666,108.499,0.13691550000000002,1.39266,0.015936236568155605,0.08855637982222109,0.04073145741492495,106.765,0.125571,1.35306,110.204,0.14975,1.43417,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,69,JMS,274.61031532192465,29.4,37.6567,-122.084,580.7966908231493,4168.120876903539,159.18966444889008,0.192356481514727,1.8216711823666667,159.23,0.19213249999999998,1.82116,0.01530226761118643,0.09273408009514576,0.04662361441743089,156.787,0.17541284000000001,1.77528,161.63,0.210877,1.86825,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
1,Shi_Asimaki_2018,70,KGEI,114.6780862200554,28.8,37.5439,-122.235,567.5793220216804,4155.486669142196,61.675983300208,0.11095667429578229,1.124414303,61.703,0.110681,1.12299,0.02108138875112287,0.08337855824666125,0.023159156262161574,60.3965,0.102148,1.10146,62.9812,0.120545,1.14731,0.37599550483333344,0.375946,0.004522184821181218,0.371506,0.380491
