DSID,DSName,VelID,VelName,Vs30,Z_max,Lat,Lon,X,Y,Depth_MPt,Thk,Vs,flag_Z1,VsProf_mean,res_tot,res_orig
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,19.36,3.353999999999999,183.0,False,162.44109133328936,0.11917073166809544,0.6430542044492373
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,28.6585,15.243000000000002,183.0,False,213.11298001898794,-0.1523362948680047,0.7888594146600196
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,37.8045,3.0489999999999995,183.0,False,261.4273286889247,-0.35667019027851143,0.9256874398365156
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,39.634,0.6099999999999994,405.0,False,270.94400811894644,0.4019748796812683,1.7467263346238315
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,40.244,0.6099999999999994,405.0,False,274.10721679912314,0.3903677350706225,1.7555558591269511
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,43.293,5.488,405.0,False,289.84713399101935,0.33453340727370406,1.7993042681091325
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,1.37195,2.7439,171.0,False,129.76943432642912,0.27590426281034297,-0.02961982421568976
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,3.5061,1.5244,171.0,False,142.48204398990595,0.18244757182189453,-0.06786171028784516
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,5.18295,1.8293,171.0,False,162.37882292400354,0.051731537992258936,-0.1254754135739189
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,6.8598,1.5244,171.0,False,180.9998376882451,-0.056832578012736334,-0.17686387462260988
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,8.68905,2.1341,216.0,False,200.1663034041569,0.07612986963409885,0.006373250610359982
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,10.97555,2.4389000000000003,216.0,False,222.77678362020973,-0.03089189215765309,-0.049917420175030536
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,12.805,1.2199999999999989,280.0,False,239.983094084276,0.15422112362388063,0.16890491356325654
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,15.549,4.268000000000001,171.0,False,264.5792370648712,-0.43647722295674285,-0.37939178825399456
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,19.512,3.658000000000001,335.0,False,298.01532087835943,0.11698563429774289,0.22322292914399355
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,23.4755,4.268999999999998,335.0,False,329.4829415307037,0.01660594999442111,0.16231277794372811
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,27.1345,3.0489999999999995,335.0,False,357.1127720943471,-0.0639210882918535,0.11225643590877166
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,29.726,2.1340000000000003,335.0,False,375.9802018451074,-0.11540595551125499,0.07973997766584429
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,0.305,0.61,192.0,False,137.51359105398993,0.333772615776887,0.057428061341672
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,2.055,2.89,192.0,False,137.51359105398993,0.333772615776887,0.057428061341672
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,4.095000000000001,1.1900000000000004,192.0,False,158.67922300401634,0.19061067301567025,-0.008443273434878051
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,6.23,3.079999999999999,192.0,False,184.53054036008925,0.039680391838857965,-0.08357253689319144
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,9.28,3.02,152.0,False,217.9775665727302,-0.360511631017987,-0.4062471550106146
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,10.96,0.3400000000000016,283.0,False,235.09003531330356,0.18547832788146934,0.17299472423989393
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,16.48,10.699999999999998,283.0,False,286.6110833189424,-0.01267928873702484,0.05705356812792761
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,23.72,3.780000000000001,283.0,False,346.5187906372464,-0.20249014934965892,-0.059750221296643424
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,27.745,4.27,356.0,False,377.15835209995043,-0.05773440050255285,0.11608197428799105
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,29.94,0.120000000000001,356.0,False,393.2289966897231,-0.09946140009796345,0.08935863525421261
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,32.5,5.0,356.0,False,411.4708868363909,-0.14480753788351564,0.06010824492452649
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,7.315,14.63,128.0,False,139.33446420543163,-0.08484699621101832,-0.29329580150277224
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,17.22,5.179999999999998,256.0,False,216.79539897828082,0.16622339756417404,0.20273886310592104
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,21.79,3.960000000000001,292.0,False,249.60577510966613,0.1568710285820778,0.2565930260229452
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,26.06,4.580000000000002,229.0,False,279.08708618651696,-0.1978018664317842,-0.05324198804654401
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,30.175,3.649999999999999,384.0,False,306.6061059555959,0.22507867129418635,0.4038435338838502
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,34.3,4.600000000000001,305.0,False,333.4399486880838,-0.08915100863101877,0.11742024425692676
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,39.1,5.0,305.0,False,363.8434228415425,-0.17641184145652478,0.05642422375296707
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,10.665,21.33,103.0,False,114.83911703108504,-0.10880317830579944,-0.038216650621500925
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,25.445,8.23,201.0,False,198.58623739236393,0.01208145697428531,0.9418153131999158
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,31.98,4.84,366.0,False,233.97011367291682,0.44743994554698396,1.6708633235173709
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,35.5,2.200000000000003,259.0,False,252.72183338560404,0.024538650619787106,1.393077676488808
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,39.1,5.0,259.0,False,271.7044479640554,-0.047886825463892,1.4613648946161772
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,5.335,10.67,91.0,False,108.42064031998535,-0.17515897321918406,-0.5350557246638266
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,17.835,14.33,234.0,False,199.21319807003007,0.1609455170303571,0.13416102549855857
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,26.675,3.3500000000000014,442.0,False,257.41590945742985,0.5406167805218027,0.6042563515016335
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,30.025,3.349999999999998,244.0,False,278.62001666026254,-0.13268068078051964,-0.04785279942725573
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,35.205,7.010000000000002,366.0,False,310.66273912865756,0.16392544975352763,0.272543844271091
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,50.445,23.47,329.0,False,400.7540787353891,-0.19729021842767924,-0.05745731817811617
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,65.38,6.399999999999999,451.0,False,484.45746025076244,-0.07156228663336339,0.06948786814429742
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,72.39,7.620000000000003,402.0,False,522.5249511564642,-0.2622206474892881,-0.12577744458532703
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,78.7,5.0,402.0,False,556.2222218337197,-0.3247158053380126,-0.19420272305332364
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,629.2269826971437,4202.17552207125,5.03,10.06,229.0,False,138.00887492561273,0.5064040094097377,0.2638885629762706
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,629.2269826971437,4202.17552207125,15.240000000000002,10.36,158.0,False,229.3158628817644,-0.37250533404184516,-0.33382398018604764
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,629.2269826971437,4202.17552207125,23.62,6.399999999999999,221.0,False,293.91512532866034,-0.2851283347838365,-0.1367520796341557
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,629.2269826971437,4202.17552207125,32.155,10.670000000000002,247.0,False,354.11240107965307,-0.3602260432820481,-0.14029035959683434
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,629.2269826971437,4202.17552207125,40.845,6.710000000000001,198.0,False,411.3100876212349,-0.7310803704293498,-0.45963264201348686
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,629.2269826971437,4202.17552207125,46.7,5.0,198.0,False,448.03754780677093,-0.8166100102770999,-0.5179065287010456
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,7.62,15.24,137.0,False,140.57257702886903,-0.02574299205625774,-0.22719107479693346
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,20.575,10.67,213.0,False,239.09181595776488,-0.1155554796360656,-0.034500775348405455
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,28.195,4.57,323.0,False,291.3086315584835,0.10326902853085329,0.26262201039963795
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,31.09,1.2199999999999989,411.0,False,310.39172738487383,0.2807580780085841,0.46214351302846257
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,34.9,6.400000000000002,302.0,False,334.97523585992815,-0.1036295889115868,0.10224795244614615
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,43.13,10.059999999999995,347.0,False,386.3121066734732,-0.1073208293157597,0.1387149305667732
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,49.53,2.740000000000002,274.0,False,424.82463184522913,-0.4385483464283668,-0.16971331433365666
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,52.425,3.0500000000000043,320.0,False,441.8954703465454,-0.32275236588655165,-0.04536302630087885
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,54.865,1.8299999999999983,360.0,False,456.1282642490838,-0.23667001976006752,0.04722979553036222
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,58.065,4.57,305.0,False,474.591649366775,-0.442142972142058,-0.15055400592331392
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,61.11,1.519999999999996,427.0,False,491.9592341832886,-0.14161184247978387,0.1565079668300733
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,63.09,2.440000000000005,323.0,False,503.15241606463104,-0.44324081502259105,-0.14123919794583006
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,67.50999999999999,6.399999999999992,375.0,False,527.8706505475683,-0.34192524769979826,-0.032168189453316565
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,74.37,7.320000000000007,396.0,False,565.5530240148655,-0.3563898447422371,-0.036688509196627805
