DSID,DSName,VelID,VelName,Vs30,Z_max,Lat,Lon,Depth,Depth_MPt,Thk,Vs,flag_Z1,X,Y,UTMzone
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,17.683,10.67075,14.0245,88.0,False,555.1673682104371,4162.063086562607,10S
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,21.037,19.36,3.353999999999999,183.0,False,555.1673682104371,4162.063086562607,10S
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,36.28,28.6585,15.243000000000002,183.0,False,555.1673682104371,4162.063086562607,10S
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,39.329,37.804500000000004,3.0489999999999995,183.0,False,555.1673682104371,4162.063086562607,10S
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,39.939,39.634,0.6099999999999994,405.0,False,555.1673682104371,4162.063086562607,10S
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,40.549,40.244,0.6099999999999994,405.0,False,555.1673682104371,4162.063086562607,10S
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,46.037,43.293,5.4879999999999995,405.0,False,555.1673682104371,4162.063086562607,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,0.0,,,171.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,2.7439,1.37195,2.7439,171.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,4.2683,3.5061,1.5244,171.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,6.0976,5.18295,1.8293,171.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,7.622,6.8598,1.5244,171.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,9.7561,8.68905,2.1341,216.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,12.195,10.97555,2.4389000000000003,216.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,13.415,12.805,1.2199999999999989,280.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,17.683,15.549,4.268000000000001,171.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,21.341,19.512,3.6580000000000013,335.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,25.61,23.4755,4.268999999999998,335.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,28.659,27.1345,3.0489999999999995,335.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,30.793,29.726,2.1340000000000003,335.0,False,598.2480284149985,4132.057993423939,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,0.0,,,192.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,0.61,0.305,0.61,192.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,3.5,2.055,2.89,192.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,4.69,4.095000000000001,1.1900000000000004,192.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,7.77,6.23,3.079999999999999,192.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,10.79,9.28,3.0199999999999996,152.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,11.13,10.96,0.34000000000000163,283.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,21.83,16.48,10.699999999999998,283.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,25.61,23.72,3.780000000000001,283.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,29.88,27.744999999999997,4.27,356.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,30.0,29.939999999999998,0.120000000000001,356.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,35.0,32.5,5.0,356.0,False,583.8259798529695,4156.433658008225,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,0.0,,,128.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,14.63,7.315,14.63,128.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,19.81,17.22,5.179999999999998,256.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,23.77,21.79,3.960000000000001,292.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,28.35,26.060000000000002,4.580000000000002,229.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,32.0,30.175,3.6499999999999986,384.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,36.6,34.3,4.600000000000001,305.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,41.6,39.1,5.0,305.0,False,624.6403601250597,4220.528211899397,10S
1,Shi_Asimaki_2018,7,876,120.27942078934609,41.6,38.031,-121.743,0.0,,,103.0,False,610.3169221173616,4210.000144840778,10S
1,Shi_Asimaki_2018,7,876,120.27942078934609,41.6,38.031,-121.743,21.33,10.665,21.33,103.0,False,610.3169221173616,4210.000144840778,10S
1,Shi_Asimaki_2018,7,876,120.27942078934609,41.6,38.031,-121.743,29.56,25.445,8.23,201.0,False,610.3169221173616,4210.000144840778,10S
1,Shi_Asimaki_2018,7,876,120.27942078934609,41.6,38.031,-121.743,34.4,31.979999999999997,4.84,366.0,False,610.3169221173616,4210.000144840778,10S
1,Shi_Asimaki_2018,7,876,120.27942078934609,41.6,38.031,-121.743,36.6,35.5,2.200000000000003,259.0,False,610.3169221173616,4210.000144840778,10S
1,Shi_Asimaki_2018,7,876,120.27942078934609,41.6,38.031,-121.743,41.6,39.1,5.0,259.0,False,610.3169221173616,4210.000144840778,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,0.0,,,91.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,10.67,5.335,10.67,91.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,25.0,17.835,14.33,234.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,28.35,26.675,3.3500000000000014,442.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,31.7,30.025,3.349999999999998,244.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,38.71,35.205,7.010000000000002,366.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,62.18,50.445,23.47,329.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,68.58,65.38,6.399999999999999,451.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,76.2,72.39,7.6200000000000045,402.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,8,877,155.40517338390075,81.2,38.093,-121.883,81.2,78.7,5.0,402.0,False,597.9471345004341,4216.722713886046,10S
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,0.0,,,229.0,False,629.2269826971437,4202.17552207125,10S
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,10.06,5.03,10.06,229.0,False,629.2269826971437,4202.17552207125,10S
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,20.42,15.240000000000002,10.360000000000001,158.0,False,629.2269826971437,4202.17552207125,10S
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,26.82,23.62,6.399999999999999,221.0,False,629.2269826971437,4202.17552207125,10S
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,37.49,32.155,10.670000000000002,247.0,False,629.2269826971437,4202.17552207125,10S
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,44.2,40.845,6.710000000000001,198.0,False,629.2269826971437,4202.17552207125,10S
1,Shi_Asimaki_2018,9,878,198.25083936970668,49.2,37.958,-121.529,49.2,46.7,5.0,198.0,False,629.2269826971437,4202.17552207125,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,0.0,,,137.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,15.24,7.62,15.24,137.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,25.91,20.575,10.67,213.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,30.48,28.195,4.57,323.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,31.7,31.09,1.2199999999999989,411.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,38.1,34.9,6.400000000000002,302.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,48.16,43.129999999999995,10.059999999999995,347.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,50.9,49.53,2.740000000000002,274.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,53.95,52.425,3.0500000000000043,320.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,55.78,54.865,1.8299999999999983,360.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,60.35,58.065,4.57,305.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,61.87,61.11,1.519999999999996,427.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,64.31,63.09,2.440000000000005,323.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,70.71,67.50999999999999,6.3999999999999915,375.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,78.03,74.37,7.320000000000007,396.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,82.3,80.16499999999999,4.269999999999996,408.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,84.12,83.21000000000001,1.8200000000000074,354.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,91.5,87.81,7.3799999999999955,411.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,96.5,94.0,5.0,411.0,False,625.6208898958804,4190.909880316456,10S
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,0.0,,,271.0,False,621.7836050955035,4182.639469683892,10S
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,14.33,7.165,14.33,271.0,False,621.7836050955035,4182.639469683892,10S
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,32.92,23.625,18.590000000000003,518.0,False,621.7836050955035,4182.639469683892,10S
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,37.2,35.06,4.280000000000001,975.0,False,621.7836050955035,4182.639469683892,10S
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,42.2,39.7,5.0,975.0,False,621.7836050955035,4182.639469683892,10S
1,Shi_Asimaki_2018,12,889,385.87271489419163,23.3,37.6978,-121.6834,0.0,,,225.0,False,616.0693031154793,4173.101725219894,10S
1,Shi_Asimaki_2018,12,889,385.87271489419163,23.3,37.6978,-121.6834,10.67,5.335,10.67,225.0,False,616.0693031154793,4173.101725219894,10S
1,Shi_Asimaki_2018,12,889,385.87271489419163,23.3,37.6978,-121.6834,15.24,12.955,4.57,420.0,False,616.0693031154793,4173.101725219894,10S
1,Shi_Asimaki_2018,12,889,385.87271489419163,23.3,37.6978,-121.6834,18.3,16.77,3.0600000000000005,762.0,False,616.0693031154793,4173.101725219894,10S
1,Shi_Asimaki_2018,12,889,385.87271489419163,23.3,37.6978,-121.6834,23.3,20.8,5.0,762.0,False,616.0693031154793,4173.101725219894,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,0.0,,,183.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,7.01,3.505,7.01,183.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,9.14,8.075,2.130000000000001,259.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,17.68,13.41,8.54,229.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,22.56,20.119999999999997,4.879999999999999,267.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,25.91,24.235,3.3500000000000014,396.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,41.15,33.53,15.239999999999998,274.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,48.77,44.96,7.6200000000000045,533.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,64.62,56.69500000000001,15.850000000000001,396.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,71.1,67.86,6.47999999999999,533.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,73.15,72.125,2.0500000000000114,351.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,75.59,74.37,2.4399999999999977,518.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,80.77,78.18,5.179999999999993,381.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,86.81,83.78999999999999,6.040000000000006,503.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,91.81,89.31,5.0,503.0,False,556.8205911272879,4203.793413333226,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,0.0,,,192.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,10.36,5.18,10.36,192.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,13.41,11.885,3.0500000000000007,274.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,17.37,15.39,3.960000000000001,226.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,23.71,20.54,6.34,305.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,25.6,24.655,1.8900000000000006,424.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,32.0,28.8,6.399999999999999,267.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,36.88,34.44,4.880000000000003,344.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,47.24,42.06,10.36,329.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,54.86,51.05,7.619999999999997,457.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,59.74,57.3,4.880000000000003,351.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,65.22,62.480000000000004,5.479999999999997,411.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,70.1,67.66,4.8799999999999955,494.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,75.29,72.695,5.190000000000012,594.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,80.77,78.03,5.47999999999999,427.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,85.95,83.36,5.180000000000007,518.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,14,898,241.21792149655982,90.95,37.979,-122.355,90.95,88.45,5.0,518.0,False,556.6457147249561,4203.681241175716,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,0.0,,,244.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,4.26,2.13,4.26,244.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,6.71,5.484999999999999,2.45,329.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,18.59,12.65,11.879999999999999,244.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,25.3,21.945,6.710000000000001,311.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,27.43,26.365000000000002,2.129999999999999,363.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,34.44,30.935,7.009999999999998,274.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,40.23,37.334999999999994,5.789999999999999,549.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,45.72,42.974999999999994,5.490000000000002,329.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,49.38,47.55,3.6600000000000037,610.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,61.26,55.32,11.879999999999995,384.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,80.77,71.015,19.509999999999998,488.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,85.95,83.36,5.180000000000007,418.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,15,899,271.66234036172824,90.95,37.978,-122.357,90.95,88.45,5.0,418.0,False,556.470833554795,4203.569072831866,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,0.0,,,183.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,4.27,2.135,4.27,183.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,6.1,5.185,1.83,329.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,7.62,6.859999999999999,1.5200000000000005,329.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,8.84,8.23,1.2199999999999998,329.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,10.67,9.754999999999999,1.83,488.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,16.76,13.715,6.090000000000002,427.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,18.29,17.525,1.5299999999999976,381.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,20.12,19.205,1.8300000000000018,573.0,False,556.1926643115651,4185.181578797135,10S
1,Shi_Asimaki_2018,16,908,389.82520119118453,49.2,37.8123,-122.3616,22.56,21.34,2.4399999999999977,573.0,False,556.1926643115651,4185.181578797135,10S
