DSID,DSName,VelID,VelName,Vs30,Z_max,Lat,Lon,X,Y,UTMzone
3,VSPDB,54,Permanente_Quarry 95,1381.9999999999998,230.0,37.32,-122.111,578.7678561729689,4130.7424651674055,10S
3,VSPDB,55,Piedmont_Avenue_Elementary_School 1366,643.5940724404584,100.0,37.828,-122.248,566.1779735380804,4186.997897206883,10S
3,VSPDB,56,Richmond_San_Rafael_Bridge_Seismic_Retrofit 2385,556.0,78.9,37.934,-122.429,550.1773757169799,4198.645933396063,10S
3,VSPDB,57,Richmond_San_Rafael_Bridge_Seismic_Retrofit 2387,606.0,74.0,37.934,-122.426,550.4410068316877,4198.6475528365445,10S
3,VSPDB,58,Richmond_San_Rafael_Bridge_Seismic_Retrofit 2389,235.75596747400323,45.5,37.942,-122.476,546.0421682556494,4199.509286568302,10S
3,VSPDB,59,Richmond_San_Rafael_Bridge_Seismic_Retrofit 2391,84.40509305942005,59.0,37.942,-122.472,546.3936376318118,4199.511270567931,10S
3,VSPDB,60,Richmond_San_Rafael_Bridge_Seismic_Retrofit 2393,86.30044302870007,49.0,37.94,-122.466,546.9221134459513,4199.292370558159,10S
3,VSPDB,61,Richmond_San_Rafael_Bridge_Seismic_Retrofit 2395,970.6089589449499,34.9,37.941,-122.468,546.7457405119353,4199.402317505496,10S
3,VSPDB,62,Richmond_San_Rafael_Bridge_Seismic_Retrofit 2397,56.42857459939623,64.0,37.936,-122.447,548.5942730185948,4198.85829922584,10S
3,VSPDB,63,Rocketship_Public_School_Sylvandale 1360,745.6238065204923,100.0,37.288,-121.822,604.4191446723415,4127.472282724738,10S
3,VSPDB,64,Rocketship_Public_SchoolStory_Road 1361,842.4659369476312,80.0,37.354,-121.821,604.4164240445916,4134.795794236332,10S
3,VSPDB,65,Sandpiper_Elementary_School 1364,249.02692073385128,150.0,37.538,-122.236,567.4963004513539,4154.831369546915,10S
3,VSPDB,66,Sandpiper_Elementary_School 1365,249.02692073385128,150.0,37.538,-122.236,567.4963004513539,4154.831369546915,10S
3,VSPDB,67,Sherman_Island 2403,341.79114455761714,492.1,38.031,-121.745,610.1413911404873,4209.997773830371,10S
3,VSPDB,68,Sherman_Island 2405,49.801687605263034,37.6,38.031,-121.745,610.1413911404873,4209.997773830371,10S
3,VSPDB,69,Staten_Island 2407,395.4179769907522,295.3,38.12,-121.54,627.9782697665598,4220.136089552795,10S
3,VSPDB,70,Taylor_Street_Overcrossing 2411,208.79216536211706,45.0,37.347,-121.904,597.0744155893414,4133.930618055402,10S
3,VSPDB,71,Washington_Hospital_Fremont 1435,745.9635784336451,120.0,37.557,-121.979,590.1788594144516,4157.154897137686,10S
3,VSPDB,72,Washington_Hospital_Fremont 1437,756.1772037076562,150.0,37.557,-121.979,590.1788594144516,4157.154897137686,10S
3,VSPDB,73,Willow_Glen 15,266.32209111982166,99.5,37.316,-121.903,597.2029278169796,4130.492354478413,10S
