DSID,DSName,VelID,VelName,Vs30,Z_max,Lat,Lon,X,Y,param_vs0_mean,param_k_mean,param_n_mean,param_vs0_med,param_k_med,param_n_med,param_vs0_std,param_k_std,param_n_std,param_vs0_prc0.16,param_k_prc0.16,param_n_prc0.16,param_vs0_prc0.84,param_k_prc0.84,param_n_prc0.84,param_dBr_mean,param_dBr_med,param_dBr_std,param_dBr_prc0.16,param_dBr_prc0.84,sigma_vel_mean,sigma_vel_med,sigma_vel_std,sigma_vel_prc0.16,sigma_vel_prc0.84,ell_dBr_mean,ell_dBr_med,ell_dBr_std,ell_dBr_prc0.16,ell_dBr_prc0.84,omega_dBr_mean,omega_dBr_med,omega_dBr_std,omega_dBr_prc0.16,omega_dBr_prc0.84
1,Shi_Asimaki_2018,32,953,366.0192098207716,49.0,37.787,-122.3875,553.9312882280129,4182.359288874404,185.1394259949021,0.5644946677030653,2.4341900000000005,185.485,0.562529,2.43419,0.07002126851883705,0.2664665514543796,1.636160602787196e-11,172.686,0.43315384,2.43419,198.501,0.73554812,2.43419,0.7964409521962068,0.7927949999999999,0.26648018511837057,0.531864,1.0616116,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,33,954,491.9743818758139,38.0,37.7881,-122.3878,553.9040735908903,4182.481160507483,250.05781307128393,1.2710483976496636,3.362539999999999,250.342,1.26667,3.36254,0.05762762674419921,0.26874013110132366,1.8109988161024307e-12,236.142,0.97406636,3.36254,264.76116,1.6596,3.36254,0.7988377347382066,0.7952455,0.2667458318992092,0.53456188,1.06444,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,34,AGNWE,262.8453088715058,29.8,37.4109,-121.9257,595.0716449047346,4140.997952122348,164.75875377401542,0.13360201733049504,1.7516899999999984,165.161,0.1339325,1.75169,0.07411748613581214,0.2831609260757926,3.7427900986050234e-12,153.07484,0.10093184,1.75169,177.357,0.17683416,1.75169,-0.05272279668459331,-0.05082375,0.2805762424564817,-0.33081911999999997,0.22554964000000002,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,35,ALV,234.0679245853525,29.7,37.432,-121.9683,591.2759719817464,4143.296812231201,151.00052371619753,0.10270682039050621,1.5906499999999986,151.526,0.102851,1.59065,0.07701515155886954,0.2945412371571417,1.1455300260265376e-11,139.854,0.076586604,1.59065,163.065,0.137658,1.59065,-0.17635765023989294,-0.174349,0.29160664577725887,-0.46678295999999997,0.11313428000000003,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,36,AND,488.3380572875549,36.2,37.1641,-121.6315,621.5047276160309,4113.953449945215,291.4990496481744,0.5761563283865465,3.3358199999999982,291.787,0.576571,3.33582,0.062089861204830746,0.30756204589879205,1.2317722943166533e-11,274.059,0.42483468,3.33582,310.049,0.78155548,3.33582,0.030996385013779333,0.0318039,0.3010854732637595,-0.26705116,0.329853,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,37,ANS,189.99233951372915,140.0,37.7865,-122.307,561.0198934952062,4182.3532957364805,141.30770090275018,0.046458594820237446,1.3778500000000005,141.656,0.046544249999999995,1.37785,0.04891752719049026,0.23040259557085072,6.4193202272586165e-12,134.623,0.036949884,1.37785,148.34315999999998,0.058393716,1.37785,-0.7856815187123354,-0.783614,0.23445088843243495,-1.0192,-0.55280268,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,38,AP1,112.84170679372389,185.0,37.5462,-122.231,567.9305962671017,4155.744727837436,69.99324426284088,0.07116128221759646,1.1186500000000001,70.1186,0.07121105,1.11865,0.056376172469823085,0.1842163569898127,4.1211547360055316e-13,66.1882,0.059243684000000005,1.11865,74.034816,0.085421132,1.11865,-0.13542233926360572,-0.134539,0.19104870670673618,-0.32515947999999995,0.054273192000000005,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,39,AP2,133.06631269301496,70.0,37.5288,-122.2554,565.7904453817607,4153.796920248385,73.16872074993266,0.11031225367152339,1.17192,73.26285,0.1105425,1.17192,0.06855583465733539,0.2007592047161386,5.257358873082057e-12,68.353184,0.090363184,1.17192,78.3414,0.13459716,1.17192,0.25695260220144023,0.2585855,0.20485277688025602,0.053350884,0.46069012000000004,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,40,AUS,130.465811070922,27.5,37.5678,-122.2575,565.5707192752723,4158.122346227623,84.39781870379939,0.06481549660636286,1.1644799999999995,84.66845,0.06501594999999999,1.16448,0.07507188709117552,0.26371708996920673,1.879832758352523e-12,78.3314,0.0498442,1.16448,90.968416,0.084189732,1.16448,-0.2683937749009595,-0.26498,0.263993259568261,-0.53058048,-0.0066179835999999985,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,41,AVA,290.7833754836816,29.3,37.6806,-122.4908,544.8997524967475,4170.499848491396,173.82619352580932,0.18716730906540008,1.9223199999999996,174.244,0.18724649999999998,1.92232,0.07461622887786909,0.2813554890424799,9.255500692937423e-12,161.405,0.141488,1.92232,187.251,0.247408,1.92232,0.13663474304627388,0.137132,0.277968085005472,-0.13942132,0.41264416000000004,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
1,Shi_Asimaki_2018,42,BCS,172.37633316079726,87.5,37.7772,-122.4055,552.3532663955974,4181.261754732381,101.91171741840715,0.10390353742728387,1.3054599999999987,102.1335,0.103976,1.30546,0.06819462640984075,0.2208995604983917,2.922555960953923e-12,95.234984,0.083448668,1.30546,109.061,0.12937816,1.30546,0.08176650707934946,0.08281575,0.22216579810994014,-0.13922716,0.30201048,0.28072392639,0.280674,0.0037504413048446844,0.276992,0.284455,1.9471091645466665,1.91037,0.335655143057366,1.62516,2.2663416,0.31594909615333333,0.31597149999999996,0.018147070249379574,0.297902,0.333952
