DSID,DSName,VelID,VelName,Vs30,Z_max,Lat,Lon,X,Y,Depth_MPt,Thk,Vs,flag_Z1,VsProf_mean,VsProf_glob_mean,res_tot,res_dW,res_dB,res_orig
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,10.67075,14.0245,88.0,False,111.29254554110312,111.36516708944478,-0.23547778090075777,-0.23482546528986958,-0.0006523156108881878,-0.2320531029596573
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,19.36,3.353999999999999,183.0,False,151.98107570153775,152.54106054057038,0.1820523435887189,0.18573014170972524,-0.003677798121006326,0.6430542044492373
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,28.6585,15.243000000000002,183.0,False,193.96972065016175,195.0198219443509,-0.06361505155288416,-0.05821591491741529,-0.005399136635468871,0.7888594146600196
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,37.8045,3.0489999999999995,183.0,False,234.11724321649854,235.62877554930105,-0.2527714287838885,-0.24633587642470367,-0.006435552359184804,0.9256874398365156
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,39.634,0.6099999999999994,405.0,False,242.03448908607666,243.63641862751268,0.5082100406900922,0.5148068342198044,-0.006596793529712208,1.7467263346238315
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,40.244,0.6099999999999994,405.0,False,244.66663663131695,246.29858229609044,0.4973425180011173,0.5039904499204253,-0.006647931919308014,1.7555558591269511
1,Shi_Asimaki_2018,3,1080,118.43134223562076,46.037,37.604,-122.375,555.1673682104371,4162.063086562607,43.293,5.488,405.0,False,257.76795394459776,259.5490454617261,0.44494138250630844,0.45182729020627654,-0.006885907699968108,1.7993042681091325
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,1.37195,2.7439,171.0,False,159.80469813006098,140.34514144108508,0.19755887174259446,0.06771112353969944,0.12984774820289502,-0.02961982421568976
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,3.5061,1.5244,171.0,False,167.1249162736551,150.91392208856107,0.12495393462301152,0.022922022061051983,0.10203191256195954,-0.06786171028784516
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,5.18295,1.8293,171.0,False,178.94546112289763,167.6721933741776,0.019652713144036937,-0.045417516447484374,0.06507022959152131,-0.1254754135739189
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,6.8598,1.5244,171.0,False,190.34630939784802,183.54481760727037,-0.07079531881260781,-0.10718153763170335,0.03638621881909554,-0.17686387462260988
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,8.68905,2.1341,216.0,False,202.36493502983416,200.0311168315623,0.07680546908027708,0.06520573117968809,0.011599737900588991,0.006373250610359982
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,10.97555,2.4389000000000003,216.0,False,216.85171970647914,219.63288860708624,-0.016679056707745055,-0.003935392962255868,-0.012743663745489187,-0.049917420175030536
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,12.805,1.2199999999999989,280.0,False,228.06495711212023,234.63917482870846,0.17674069526080416,0.2051591151764347,-0.028418419915630544,0.16890491356325654
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,15.549,4.268000000000001,171.0,False,244.3323935408318,256.1987744533938,-0.4042900493942536,-0.3568660103544534,-0.04742403903980019,-0.37939178825399456
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,19.512,3.658000000000001,335.0,False,266.8186184009959,285.6696946044219,0.15929430240283615,0.22756143610671664,-0.06826713370388049,0.22322292914399355
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,23.4755,4.268999999999998,335.0,False,288.2979589831122,313.5388352093102,0.06620730315837964,0.15013600669549465,-0.08392870353711501,0.16231277794372811
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,27.1345,3.0489999999999995,335.0,False,307.3638946243158,338.09289664447004,-0.009190168039172164,0.08609816167116158,-0.09528832971033374,0.11225643590877166
1,Shi_Asimaki_2018,4,1143,227.5551685507143,30.793,37.33,-121.891,598.2480284149985,4132.057993423939,29.726,2.1340000000000003,335.0,False,320.4774383624893,354.89735690027754,-0.05769808035044832,0.044318653067032976,-0.1020167334174813,0.07973997766584429
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,0.305,0.61,192.0,False,156.20727756745322,148.2953551062914,0.25828944430298684,0.20631154436660903,0.0519778999363778,0.057428061341672
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,2.055,2.89,192.0,False,156.20727756745322,148.2953551062914,0.25828944430298684,0.20631154436660903,0.0519778999363778,0.057428061341672
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,4.095000000000001,1.1900000000000004,192.0,False,171.6515650535679,165.9997337928475,0.14550918733006935,0.11202873446353223,0.033480452866537114,-0.008443273434878051
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,6.23,3.079999999999999,192.0,False,191.06596473079088,188.00822333439405,0.02100966901405421,0.00487663852326925,0.01613303049078496,-0.08357253689319144
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,9.28,3.02,152.0,False,216.84849197707516,216.9288273364872,-0.35568879427097944,-0.3553183951894523,-0.00037039908152713963,-0.4062471550106146
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,10.96,0.3400000000000016,283.0,False,230.2607215525858,231.8695036927041,0.19927216831361783,0.20623465875985225,-0.006962490446234426,0.17299472423989393
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,16.48,10.699999999999998,283.0,False,271.29896158853535,277.2682496274992,0.020461449854974667,0.04222550552517035,-0.02176405567019568,0.05705356812792761
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,23.72,3.780000000000001,283.0,False,319.8925216085843,330.5975825075981,-0.15545497527774277,-0.12253817176040815,-0.032916803517334614,-0.059750221296643424
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,27.745,4.27,356.0,False,344.9987714951482,358.0256936578843,-0.005674022967417258,0.03138987471063892,-0.03706389767805618,0.11608197428799105
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,29.94,0.120000000000001,356.0,False,358.2206716945561,372.44384555022407,-0.04515554540288935,-0.006218467032811148,-0.038937078370078204,0.08935863525421261
1,Shi_Asimaki_2018,5,829,239.89551789808465,35.0,37.5511,-122.051,583.8259798529695,4156.433658008225,32.5,5.0,356.0,False,373.26784205897894,388.83306256481205,-0.08821937557971005,-0.047365506324269724,-0.04085386925544032,0.06010824492452649
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,7.315,14.63,128.0,False,140.03311372501966,141.3032296831549,-0.09887788243218942,-0.08984865732896274,-0.009029225103226679,-0.29329580150277224
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,17.22,5.179999999999998,256.0,False,212.57784665690892,207.13362239033628,0.21181334067793678,0.18586918599119961,0.025944154686737164,0.20273886310592104
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,21.79,3.960000000000001,292.0,False,243.43183472319475,235.2983245975202,0.21589962684284636,0.18191683847115758,0.03398278837168878,0.2565930260229452
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,26.06,4.580000000000002,229.0,False,271.1937391051484,260.69321000290466,-0.1296222717944202,-0.1691114663500466,0.039489194555626383,-0.05324198804654401
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,30.175,3.649999999999999,384.0,False,297.1331375416493,284.45622334985137,0.3000631830933962,0.25646223967903925,0.04360094341435694,0.4038435338838502
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,34.3,4.600000000000001,305.0,False,322.4456321425688,307.6715570379972,-0.008721064132416245,-0.05562276291312518,0.046901698780708934,0.11742024425692676
1,Shi_Asimaki_2018,6,875,173.86564601844134,41.6,38.124,-121.578,624.6403601250597,4220.528211899397,39.1,5.0,305.0,False,351.14387247660414,334.01834453171443,-0.09088413860868272,-0.140884255970966,0.05000011736228327,0.05642422375296707
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,10.665,21.33,103.0,False,115.50239301657966,113.09332080599125,-0.09348433749864071,-0.11456226027584737,0.02107792277720666,-0.038216650621500925
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,25.445,8.23,201.0,False,203.10428469155107,183.1383277153852,0.09306315160286971,-0.01041465676732134,0.10347780837019105,0.9418153131999158
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,31.98,4.84,366.0,False,240.07398103419052,212.87118029912185,0.541946137977634,0.4216862032508457,0.12025993472678831,1.6708633235173709
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,35.5,2.200000000000003,259.0,False,259.66015845731886,228.64813347796687,0.12464377485657785,-0.002545631481628341,0.1271894063382062,1.393077676488808
1,Shi_Asimaki_2018,7,876,120.27942078934608,41.6,38.031,-121.743,610.3169221173616,4210.000144840778,39.1,5.0,259.0,False,279.48415100163555,244.63077028088924,0.057078047990104075,-0.07611752446363518,0.13319557245373925,1.4613648946161772
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,5.335,10.67,91.0,False,111.72328340941971,112.88577320432664,-0.21551694433651036,-0.20516562375786673,-0.01035132057864363,-0.5350557246638266
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,17.835,14.33,234.0,False,191.60225705192906,189.33069964023196,0.21182589575229738,0.19989946986981888,0.011926425882478497,0.13416102549855857
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,26.675,3.3500000000000014,442.0,False,243.26852484791667,238.92357008064812,0.6151661717475987,0.5971440083186046,0.018022163428994098,0.6042563515016335
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,30.025,3.349999999999998,244.0,False,262.138314009782,257.05190058676965,-0.05210978702174618,-0.07170405523710066,0.019594268215354482,-0.04785279942725573
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,35.205,7.010000000000002,366.0,False,290.68824689003185,284.49186072908856,0.2519286892808221,0.23038195702871267,0.021546732252109457,0.272543844271091
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,50.445,23.47,329.0,False,371.12120583808695,361.8537023820462,-0.09518224230883554,-0.12047095885931913,0.025288716550483592,-0.05745731817811617
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,65.38,6.399999999999999,451.0,False,445.9938607254675,433.9175482773497,0.03861280437870196,0.011162152766890365,0.027450651611811594,0.06948786814429742
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,72.39,7.620000000000003,402.0,False,480.07648096712467,466.73262994180686,-0.1493044782025672,-0.17749333793856348,0.028188859735996274,-0.12577744458532703
1,Shi_Asimaki_2018,8,877,155.40517338390077,81.2,38.093,-121.883,597.9471345004341,4216.722713886046,78.7,5.0,402.0,False,510.25919775457675,495.7974128662596,-0.20971531286893796,-0.23846673888509962,0.028751426016161652,-0.19420272305332364
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,7.62,15.24,137.0,False,145.92960549427374,142.13313024062296,-0.036783229465704004,-0.06314342545771368,0.026360195992009672,-0.22719107479693346
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,20.575,10.67,213.0,False,210.27586603125383,226.01894752489892,-0.059326668654348325,0.012871849304413097,-0.07219851795876142,-0.034500775348405455
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,28.195,4.57,323.0,False,245.3503568434672,270.9702367097106,0.1756433360138967,0.27496510626160564,-0.09932177024770894,0.26262201039963795
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,31.09,1.2199999999999989,411.0,False,258.27224281119896,287.4470455893694,0.3575545604781203,0.46457898121718877,-0.10702442073906848,0.46214351302846257
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,34.9,6.400000000000002,302.0,False,274.9841962163381,308.70331250202804,-0.021953644564911556,0.09371338966388976,-0.11566703422880131,0.10224795244614615
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,43.13,10.059999999999995,347.0,False,310.07958337332866,353.1812366560989,-0.017656563521594393,0.11249579485562666,-0.13015235837722106,0.1387149305667732
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,49.53,2.740000000000002,274.0,False,336.548510082571,386.61103666719725,-0.344291008005567,-0.20561419302741868,-0.13867681497814832,-0.16971331433365666
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,52.425,3.0500000000000043,320.0,False,348.312858451971,401.4429785416014,-0.22674450644010236,-0.08478009864572389,-0.14196440779437847,-0.04536302630087885
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,54.865,1.8299999999999983,360.0,False,358.13471076440135,413.8149247034799,-0.1393148006431586,0.005194828776272864,-0.14450962941943146,0.04722979553036222
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,58.065,4.57,305.0,False,370.8927555565897,429.87161216399306,-0.3431748111345927,-0.19560117563102697,-0.14757363550356573,-0.15055400592331392
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,61.11,1.519999999999996,427.0,False,382.9095909115596,444.98225653821135,-0.04125039519482865,0.10898510697456221,-0.15023550216939086,0.1565079668300733
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,63.09,2.440000000000005,323.0,False,390.6619435940627,454.7241735015641,-0.3420386998229805,-0.19019026839681974,-0.15184843142616078,-0.14123919794583006
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,67.50999999999999,6.399999999999992,375.0,False,407.8014111975902,476.246007586538,-0.23900851741496965,-0.08385429267791,-0.15515422473705964,-0.032168189453316565
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,74.37,7.320000000000007,396.0,False,433.9774057253989,509.07574961328373,-0.251182614681694,-0.09157826095017185,-0.15960435373152215,-0.036688509196627805
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,80.16499999999999,4.269999999999996,408.0,False,455.71878350693936,536.3118555214443,-0.2734486374777001,-0.11060874203515336,-0.16283989544254673,-0.05380575844663671
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,83.21000000000001,1.8200000000000076,354.0,False,467.01622388312,550.4543043334334,-0.4414470320149464,-0.2770670845807599,-0.1643799474341865,-0.21949797753318911
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,87.81,7.3799999999999955,411.0,False,483.9269009179079,571.611602395102,-0.32986652945547235,-0.1633406496526959,-0.16652587980277644,-0.10488025395164602
1,Shi_Asimaki_2018,10,879,172.32732233560156,96.5,37.857,-121.572,625.6208898958804,4190.909880316456,94.0,5.0,411.0,False,506.40276766491166,599.7112349976497,-0.3778550498660085,-0.2087391216918455,-0.169115928174163,-0.14951066300544813
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,621.7836050955035,4182.639469683892,7.165,14.33,271.0,False,306.6556345941645,306.9209640238198,-0.12447144738605775,-0.12360658569872651,-0.000864861687331242,-0.1574208390160594
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,621.7836050955035,4182.639469683892,23.625,18.590000000000003,518.0,False,482.66552462726764,477.68033917086103,0.081033479983188,0.0706513240884572,0.010382155894730793,0.12233592772576518
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,621.7836050955035,4182.639469683892,35.06,4.280000000000001,975.0,False,565.3072187396979,558.4440358561578,0.5572830618851103,0.5450681376480944,0.012214924237015978,0.6334849934609599
1,Shi_Asimaki_2018,11,880,360.7313406627293,42.2,37.783,-121.617,621.7836050955035,4182.639469683892,39.7,5.0,975.0,False,594.4312012185344,586.9486604324751,0.5075001159274324,0.4948324870161409,0.012667628911291473,0.5953153013723869
1,Shi_Asimaki_2018,12,889,385.8727148941916,23.3,37.6978,-121.6834,616.0693031154793,4173.101725219894,5.335,10.67,225.0,False,297.67913701466387,299.59612127013196,-0.2863349029934641,-0.2799157827927381,-0.006419120200725992,-0.3192232636097838
1,Shi_Asimaki_2018,12,889,385.8727148941916,23.3,37.6978,-121.6834,616.0693031154793,4173.101725219894,12.955,4.57,420.0,False,410.8544631317131,407.43493619130476,0.03037345713264461,0.022015663793313323,0.008357793339331288,0.022291701884898707
1,Shi_Asimaki_2018,12,889,385.8727148941916,23.3,37.6978,-121.6834,616.0693031154793,4173.101725219894,16.77,3.0600000000000005,762.0,False,452.48443164726586,447.56635465029416,0.5321217504157705,0.5211931983379507,0.010928552077819731,0.538465482937375
1,Shi_Asimaki_2018,12,889,385.8727148941916,23.3,37.6978,-121.6834,616.0693031154793,4173.101725219894,20.8,5.0,762.0,False,490.73367548114874,484.5621426687339,0.4527008711384459,0.4400449875130006,0.012655883625445341,0.4726665692868739
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,3.505,7.01,183.0,False,181.2102647394439,158.91085614287087,0.1411427610354492,0.00982811216459023,0.13131464887085897,-0.030635104050664275
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,8.075,2.130000000000001,259.0,False,210.4393194088669,204.92235838072185,0.23419689390732312,0.2076307189760378,0.026566174931285325,0.16325016249235436
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,13.41,8.54,229.0,False,241.66927148940908,251.61002567892228,-0.09415836816861756,-0.053848141151101814,-0.04031022701751574,-0.09014597963930271
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,20.12,4.879999999999999,267.0,False,277.72717295442084,303.6488603770148,-0.12862331085549084,-0.0393905811594264,-0.08923272969606444,-0.05981155932834081
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,24.235,3.3500000000000014,396.0,False,298.466431689579,332.9738038836505,0.17335039138451336,0.2827567413968737,-0.10940635001236032,0.27285474352513894
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,33.53,15.239999999999998,274.0,False,342.34603071283937,394.01878609709803,-0.3632704822226742,-0.22269390487442653,-0.1405765773482477,-0.20922082958278843
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,44.96,7.620000000000003,533.0,False,391.95760610359446,461.8938569955506,0.14318630624281337,0.30736773791867744,-0.16418143167586408,0.3472807126741744
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,56.69500000000001,15.85,396.0,False,439.145589694199,525.6888909738661,-0.28329536447369374,-0.10341678623503281,-0.17987857823866094,-0.039298181527398945
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,67.86,6.47999999999999,533.0,False,481.29985588672093,582.2270846803231,-0.08833912732832339,0.10203094728188056,-0.19037007461020394,0.18672993359237378
1,Shi_Asimaki_2018,13,897,238.92651160118305,91.81,37.98,-122.353,556.8205911272879,4203.793413333226,72.125,2.050000000000012,351.0,False,496.8092944367176,602.9432679712044,-0.5410368858687464,-0.3474200155869296,-0.19361687028181684,-0.2554098840651049
